"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"United Kingdom (UK)","19.07.2023 10:30 - 19.07.2023 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","118","96","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","62"
"United Kingdom (UK)","19.07.2023 11:00 - 19.07.2023 11:30 (CET/CEST)","n/e","n/e","n/e","n/e","110","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","73"
"United Kingdom (UK)","19.07.2023 11:30 - 19.07.2023 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","113","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","74"
"United Kingdom (UK)","19.07.2023 12:00 - 19.07.2023 12:30 (CET/CEST)","n/e","n/e","n/e","n/e","132","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","97"
"United Kingdom (UK)","19.07.2023 12:30 - 19.07.2023 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","136","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","152"
"United Kingdom (UK)","19.07.2023 13:00 - 19.07.2023 13:30 (CET/CEST)","n/e","n/e","n/e","n/e","136","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","104"
"United Kingdom (UK)","19.07.2023 13:30 - 19.07.2023 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","125","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","102"
"United Kingdom (UK)","19.07.2023 14:00 - 19.07.2023 14:30 (CET/CEST)","n/e","n/e","n/e","n/e","122","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","128"
"United Kingdom (UK)","19.07.2023 14:30 - 19.07.2023 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","112","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","100"
"United Kingdom (UK)","19.07.2023 15:00 - 19.07.2023 15:30 (CET/CEST)","n/e","n/e","n/e","n/e","114","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","77"
"United Kingdom (UK)","19.07.2023 15:30 - 19.07.2023 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","111","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","88"
"United Kingdom (UK)","19.07.2023 16:00 - 19.07.2023 16:30 (CET/CEST)","n/e","n/e","n/e","n/e","112","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","83"
"United Kingdom (UK)","19.07.2023 16:30 - 19.07.2023 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","114","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","101"
"United Kingdom (UK)","19.07.2023 17:00 - 19.07.2023 17:30 (CET/CEST)","n/e","n/e","n/e","n/e","116","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","87"
"United Kingdom (UK)","19.07.2023 17:30 - 19.07.2023 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","115","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","76"
"United Kingdom (UK)","19.07.2023 18:00 - 19.07.2023 18:30 (CET/CEST)","n/e","n/e","n/e","n/e","110","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","66"
"United Kingdom (UK)","19.07.2023 18:30 - 19.07.2023 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","118","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","70"
"United Kingdom (UK)","19.07.2023 19:00 - 19.07.2023 19:30 (CET/CEST)","n/e","n/e","n/e","n/e","118","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","74"
"United Kingdom (UK)","19.07.2023 19:30 - 19.07.2023 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","114","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","68"
"United Kingdom (UK)","19.07.2023 20:00 - 19.07.2023 20:30 (CET/CEST)","n/e","n/e","n/e","n/e","130","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","64"
"United Kingdom (UK)","19.07.2023 20:30 - 19.07.2023 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","137","102","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","60"
"United Kingdom (UK)","19.07.2023 21:00 - 19.07.2023 21:30 (CET/CEST)","n/e","n/e","n/e","n/e","138","105","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","55"
"United Kingdom (UK)","19.07.2023 21:30 - 19.07.2023 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","137","104","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","52"
"United Kingdom (UK)","19.07.2023 22:00 - 19.07.2023 22:30 (CET/CEST)","n/e","n/e","n/e","n/e","135","104","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","46"
"United Kingdom (UK)","19.07.2023 22:30 - 19.07.2023 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","136","104","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","39"
"United Kingdom (UK)","19.07.2023 23:00 - 19.07.2023 23:30 (CET/CEST)","n/e","n/e","n/e","n/e","137","104","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","31"
"United Kingdom (UK)","19.07.2023 23:30 - 20.07.2023 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","122","100","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","22"
"United Kingdom (UK)","20.07.2023 00:00 - 20.07.2023 00:30 (CET/CEST)","n/e","n/e","n/e","n/e","111","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","23"
"United Kingdom (UK)","20.07.2023 00:30 - 20.07.2023 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","110","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","14"
"United Kingdom (UK)","20.07.2023 01:00 - 20.07.2023 01:30 (CET/CEST)","n/e","n/e","n/e","n/e","67","106","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","16"
"United Kingdom (UK)","20.07.2023 01:30 - 20.07.2023 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","41","107","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","16"
"United Kingdom (UK)","20.07.2023 02:00 - 20.07.2023 02:30 (CET/CEST)","n/e","n/e","n/e","n/e","39","107","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","17"
"United Kingdom (UK)","20.07.2023 02:30 - 20.07.2023 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","39","107","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","21"
"United Kingdom (UK)","20.07.2023 03:00 - 20.07.2023 03:30 (CET/CEST)","n/e","n/e","n/e","n/e","39","107","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","26"
"United Kingdom (UK)","20.07.2023 03:30 - 20.07.2023 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","40","107","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","35"
"United Kingdom (UK)","20.07.2023 04:00 - 20.07.2023 04:30 (CET/CEST)","n/e","n/e","n/e","n/e","39","107","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","43"
"United Kingdom (UK)","20.07.2023 04:30 - 20.07.2023 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","42","111","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","29"
"United Kingdom (UK)","20.07.2023 05:00 - 20.07.2023 05:30 (CET/CEST)","n/e","n/e","n/e","n/e","41","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","30"
"United Kingdom (UK)","20.07.2023 05:30 - 20.07.2023 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","41","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","33"
"United Kingdom (UK)","20.07.2023 06:00 - 20.07.2023 06:30 (CET/CEST)","n/e","n/e","n/e","n/e","42","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","35"
"United Kingdom (UK)","20.07.2023 06:30 - 20.07.2023 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","66","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","43"
"United Kingdom (UK)","20.07.2023 07:00 - 20.07.2023 07:30 (CET/CEST)","n/e","n/e","n/e","n/e","89","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","39"
"United Kingdom (UK)","20.07.2023 07:30 - 20.07.2023 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","100","107","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","47"
"United Kingdom (UK)","20.07.2023 08:00 - 20.07.2023 08:30 (CET/CEST)","n/e","n/e","n/e","n/e","109","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","42"
"United Kingdom (UK)","20.07.2023 08:30 - 20.07.2023 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","114","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","59"
"United Kingdom (UK)","20.07.2023 09:00 - 20.07.2023 09:30 (CET/CEST)","n/e","n/e","n/e","n/e","113","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","63"
"United Kingdom (UK)","20.07.2023 09:30 - 20.07.2023 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","113","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","73"
"United Kingdom (UK)","20.07.2023 10:00 - 20.07.2023 10:30 (CET/CEST)","n/e","n/e","n/e","n/e","116","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","87"
"United Kingdom (UK)","20.07.2023 10:30 - 20.07.2023 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","112","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","91"
"United Kingdom (UK)","20.07.2023 11:00 - 20.07.2023 11:30 (CET/CEST)","n/e","n/e","n/e","n/e","112","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","119"
"United Kingdom (UK)","20.07.2023 11:30 - 20.07.2023 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","114","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","118"
"United Kingdom (UK)","20.07.2023 12:00 - 20.07.2023 12:30 (CET/CEST)","n/e","n/e","n/e","n/e","113","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","130"
"United Kingdom (UK)","20.07.2023 12:30 - 20.07.2023 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","114","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","103"
"United Kingdom (UK)","20.07.2023 13:00 - 20.07.2023 13:30 (CET/CEST)","n/e","n/e","n/e","n/e","116","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","120"
"United Kingdom (UK)","20.07.2023 13:30 - 20.07.2023 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","115","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","83"
"United Kingdom (UK)","20.07.2023 14:00 - 20.07.2023 14:30 (CET/CEST)","n/e","n/e","n/e","n/e","116","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","110"
"United Kingdom (UK)","20.07.2023 14:30 - 20.07.2023 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","113","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","160"
"United Kingdom (UK)","20.07.2023 15:00 - 20.07.2023 15:30 (CET/CEST)","n/e","n/e","n/e","n/e","115","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","138"
"United Kingdom (UK)","20.07.2023 15:30 - 20.07.2023 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","110","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","168"
"United Kingdom (UK)","20.07.2023 16:00 - 20.07.2023 16:30 (CET/CEST)","n/e","n/e","n/e","n/e","113","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","173"
"United Kingdom (UK)","20.07.2023 16:30 - 20.07.2023 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","113","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","183"
"United Kingdom (UK)","20.07.2023 17:00 - 20.07.2023 17:30 (CET/CEST)","n/e","n/e","n/e","n/e","128","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","242"
"United Kingdom (UK)","20.07.2023 17:30 - 20.07.2023 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","148","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","235"
"United Kingdom (UK)","20.07.2023 18:00 - 20.07.2023 18:30 (CET/CEST)","n/e","n/e","n/e","n/e","173","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","217"
"United Kingdom (UK)","20.07.2023 18:30 - 20.07.2023 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","177","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","203"
"United Kingdom (UK)","20.07.2023 19:00 - 20.07.2023 19:30 (CET/CEST)","n/e","n/e","n/e","n/e","173","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","171"
"United Kingdom (UK)","20.07.2023 19:30 - 20.07.2023 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","172","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","149"
"United Kingdom (UK)","20.07.2023 20:00 - 20.07.2023 20:30 (CET/CEST)","n/e","n/e","n/e","n/e","178","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","140"
"United Kingdom (UK)","20.07.2023 20:30 - 20.07.2023 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","211","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","110"
"United Kingdom (UK)","20.07.2023 21:00 - 20.07.2023 21:30 (CET/CEST)","n/e","n/e","n/e","n/e","227","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","101"
"United Kingdom (UK)","20.07.2023 21:30 - 20.07.2023 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","231","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","85"
"United Kingdom (UK)","20.07.2023 22:00 - 20.07.2023 22:30 (CET/CEST)","n/e","n/e","n/e","n/e","203","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","74"
"United Kingdom (UK)","20.07.2023 22:30 - 20.07.2023 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","180","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","83"
"United Kingdom (UK)","20.07.2023 23:00 - 20.07.2023 23:30 (CET/CEST)","n/e","n/e","n/e","n/e","197","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","91"
"United Kingdom (UK)","20.07.2023 23:30 - 21.07.2023 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","176","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","89"
"United Kingdom (UK)","21.07.2023 00:00 - 21.07.2023 00:30 (CET/CEST)","n/e","n/e","n/e","n/e","145","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","89"
"United Kingdom (UK)","21.07.2023 00:30 - 21.07.2023 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","108","97","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","94"
"United Kingdom (UK)","21.07.2023 01:00 - 21.07.2023 01:30 (CET/CEST)","n/e","n/e","n/e","n/e","47","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","102"
"United Kingdom (UK)","21.07.2023 01:30 - 21.07.2023 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","41","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","106"
"United Kingdom (UK)","21.07.2023 02:00 - 21.07.2023 02:30 (CET/CEST)","n/e","n/e","n/e","n/e","40","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","130"
"United Kingdom (UK)","21.07.2023 02:30 - 21.07.2023 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","40","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","116"
"United Kingdom (UK)","21.07.2023 03:00 - 21.07.2023 03:30 (CET/CEST)","n/e","n/e","n/e","n/e","40","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","108"
"United Kingdom (UK)","21.07.2023 03:30 - 21.07.2023 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","41","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","134"
"United Kingdom (UK)","21.07.2023 04:00 - 21.07.2023 04:30 (CET/CEST)","n/e","n/e","n/e","n/e","41","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","115"
"United Kingdom (UK)","21.07.2023 04:30 - 21.07.2023 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","42","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","117"
"United Kingdom (UK)","21.07.2023 05:00 - 21.07.2023 05:30 (CET/CEST)","n/e","n/e","n/e","n/e","41","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","98"
"United Kingdom (UK)","21.07.2023 05:30 - 21.07.2023 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","41","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","99"
"United Kingdom (UK)","21.07.2023 06:00 - 21.07.2023 06:30 (CET/CEST)","n/e","n/e","n/e","n/e","40","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","104"
"United Kingdom (UK)","21.07.2023 06:30 - 21.07.2023 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","59","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","93"
"United Kingdom (UK)","21.07.2023 07:00 - 21.07.2023 07:30 (CET/CEST)","n/e","n/e","n/e","n/e","84","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","74"
"United Kingdom (UK)","21.07.2023 07:30 - 21.07.2023 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","97","112","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","78"
"United Kingdom (UK)","21.07.2023 08:00 - 21.07.2023 08:30 (CET/CEST)","n/e","n/e","n/e","n/e","108","100","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","81"
"United Kingdom (UK)","21.07.2023 08:30 - 21.07.2023 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","113","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","93"
"United Kingdom (UK)","21.07.2023 09:00 - 21.07.2023 09:30 (CET/CEST)","n/e","n/e","n/e","n/e","111","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","89"
"United Kingdom (UK)","21.07.2023 09:30 - 21.07.2023 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","110","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","101"
"United Kingdom (UK)","21.07.2023 10:00 - 21.07.2023 10:30 (CET/CEST)","n/e","n/e","n/e","n/e","109","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","102"
"United Kingdom (UK)","21.07.2023 10:30 - 21.07.2023 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","114","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","106"
"United Kingdom (UK)","21.07.2023 11:00 - 21.07.2023 11:30 (CET/CEST)","n/e","n/e","n/e","n/e","112","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","102"
"United Kingdom (UK)","21.07.2023 11:30 - 21.07.2023 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","114","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","87"
"United Kingdom (UK)","21.07.2023 12:00 - 21.07.2023 12:30 (CET/CEST)","n/e","n/e","n/e","n/e","111","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","100"
"United Kingdom (UK)","21.07.2023 12:30 - 21.07.2023 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","111","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","117"
"United Kingdom (UK)","21.07.2023 13:00 - 21.07.2023 13:30 (CET/CEST)","n/e","n/e","n/e","n/e","114","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","101"
"United Kingdom (UK)","21.07.2023 13:30 - 21.07.2023 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","111","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","118"
"United Kingdom (UK)","21.07.2023 14:00 - 21.07.2023 14:30 (CET/CEST)","n/e","n/e","n/e","n/e","111","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","109"
"United Kingdom (UK)","21.07.2023 14:30 - 21.07.2023 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","114","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","95"
"United Kingdom (UK)","21.07.2023 15:00 - 21.07.2023 15:30 (CET/CEST)","n/e","n/e","n/e","n/e","110","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","107"
"United Kingdom (UK)","21.07.2023 15:30 - 21.07.2023 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","107","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","110"
"United Kingdom (UK)","21.07.2023 16:00 - 21.07.2023 16:30 (CET/CEST)","n/e","n/e","n/e","n/e","112","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","125"
"United Kingdom (UK)","21.07.2023 16:30 - 21.07.2023 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","106","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","151"
