hour_utc,runs__branch_protection_rule,runs__check_run,runs__check_suite,runs__create,runs__delete,runs__deployment,runs__deployment_status,runs__discussion,runs__discussion_comment,runs__dynamic,runs__fork,runs__gollum,runs__issue_comment,runs__issues,runs__label,runs__merge_group,runs__milestone,runs__page_build,runs__project_card,runs__pull_request,runs__pull_request_review,runs__pull_request_review_comment,runs__pull_request_target,runs__push,runs__release,runs__repository_dispatch,runs__schedule,runs__status,runs__watch,runs__workflow_dispatch,runs__workflow_run,runs__other,runs__total
2023-08-08T08:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,18,0,0,9,18,1,0,11,0,0,2,0,0,66
2023-08-08T09:00:00Z,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,9,0,0,0,19,8,1,1,0,0,3,1,0,51
2023-08-08T10:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,11,13,1,0,0,0,0,1,0,0,30
2023-08-08T11:00:00Z,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,1,19,2,0,0,0,0,5,0,0,40
2023-08-08T12:00:00Z,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,17,0,0,1,38,3,0,1,0,0,2,0,0,71
2023-08-08T13:00:00Z,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,13,0,0,6,29,4,0,0,0,0,1,0,0,62
2023-08-08T14:00:00Z,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,1,0,0,8,0,0,2,63,7,0,0,0,0,2,0,0,95
2023-08-08T15:00:00Z,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,29,0,0,4,52,18,0,2,0,0,5,0,0,124
2023-08-08T16:00:00Z,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,1,0,0,0,33,0,0,2,32,15,0,1,0,0,4,0,0,113
2023-08-08T17:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,78,0,0,2,28,7,0,0,0,0,4,0,0,123
2023-08-08T18:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,24,0,0,0,31,2,1,0,0,0,14,0,0,76
2023-08-08T19:00:00Z,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,18,0,0,3,21,10,0,3,0,0,8,0,0,73
2023-08-08T20:00:00Z,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,15,0,0,1,22,7,0,0,0,0,7,0,0,57
2023-08-08T21:00:00Z,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,27,1,0,1,19,1,0,0,0,0,1,0,0,53
2023-08-08T22:00:00Z,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,11,0,0,2,6,3,0,0,0,0,1,0,0,31
2023-08-08T23:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,15,0,0,0,11,2,0,0,0,0,0,0,0,32
2023-08-09T00:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,0,0,0,18,5,0,6,0,0,2,0,0,54
2023-08-09T01:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,13,0,0,2,14,1,0,6,0,0,4,0,0,48
2023-08-09T02:00:00Z,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,11,0,0,2,6,3,0,3,0,0,4,1,0,36
2023-08-09T03:00:00Z,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,1,16,1,0,1,0,0,1,0,0,40
2023-08-09T04:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,2,1,0,24
2023-08-09T05:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,147,0,0,0,25,0,0,2,0,0,0,1,0,177
2023-08-09T06:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,121,0,0,0,34,3,0,2,0,0,5,0,0,171
2023-08-09T07:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,114,0,0,0,31,2,0,2,0,0,7,0,0,158
2023-08-09T08:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,106,0,0,1,22,3,0,0,0,0,4,1,0,139
2023-08-09T09:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,25,0,0,1,44,11,0,2,0,0,4,1,0,94
2023-08-09T10:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,12,0,0,0,15,4,0,2,0,0,4,0,0,44
2023-08-09T11:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,8,0,0,0,27,1,0,0,0,0,7,0,0,49
2023-08-09T12:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,27,0,0,1,20,5,0,1,0,0,7,1,0,70
2023-08-09T13:00:00Z,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,1,0,0,23,0,0,5,34,7,0,0,0,0,19,1,0,101
2023-08-09T14:00:00Z,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,17,0,0,0,43,7,0,2,0,0,9,0,0,95
2023-08-09T15:00:00Z,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,24,0,0,1,30,11,0,1,0,0,6,5,0,85
2023-08-09T16:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,19,0,0,1,28,6,0,1,0,0,5,1,0,70
2023-08-09T17:00:00Z,0,0,0,0,0,0,0,0,0,9,0,0,5,2,0,0,0,0,0,19,0,0,3,40,12,1,0,0,0,4,0,0,95
2023-08-09T18:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,1,31,2,1,1,0,0,0,0,0,56
2023-08-09T19:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,18,0,0,1,9,6,0,0,0,0,3,0,0,44
2023-08-09T20:00:00Z,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,19,6,0,0,0,0,5,0,0,56
2023-08-09T21:00:00Z,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,11,0,0,0,38,3,0,0,0,0,3,0,0,79
2023-08-09T22:00:00Z,0,0,0,0,0,0,0,0,0,51,0,0,2,0,0,0,0,0,0,21,0,0,2,27,13,0,0,0,0,0,0,0,116
2023-08-09T23:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,8,0,0,2,9,3,0,0,0,0,12,0,0,41
2023-08-10T00:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,10,0,0,4,18,0,0,5,0,0,5,0,0,47
2023-08-10T01:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,6,0,0,0,0,0,27
2023-08-10T02:00:00Z,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,1,20,2,0,1,0,0,0,0,0,31
2023-08-10T03:00:00Z,0,0,0,1,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,3,0,0,3,15,4,0,1,0,0,2,1,0,39
2023-08-10T04:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,2,9,0,0,0,0,0,3,0,0,27
2023-08-10T05:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0,0,1,0,0,4,0,0,33
2023-08-10T06:00:00Z,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,17,6,1,1,0,0,3,0,0,39
2023-08-10T07:00:00Z,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,18,0,0,3,30,2,0,0,0,0,2,0,0,63
2023-08-10T08:00:00Z,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,2,0,0,0,20,0,0,0,31,2,2,1,0,0,3,0,0,72
2023-08-10T09:00:00Z,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,16,0,0,0,10,4,0,0,0,0,6,1,0,44
2023-08-10T10:00:00Z,0,0,0,0,0,0,0,0,0,8,0,0,2,3,0,0,0,0,0,14,0,0,1,23,2,0,0,0,0,5,0,0,58
2023-08-10T11:00:00Z,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,25,1,0,0,34,4,0,1,0,0,4,0,0,77
2023-08-10T12:00:00Z,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,30,0,0,2,44,2,0,1,0,0,4,1,0,96
2023-08-10T13:00:00Z,0,0,0,0,0,0,1,0,0,10,0,0,0,2,0,0,0,0,0,8,0,0,0,22,2,1,0,0,0,11,1,0,58
2023-08-10T14:00:00Z,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,11,0,0,0,30,6,1,1,0,0,5,0,0,61
2023-08-10T15:00:00Z,0,0,0,0,0,0,0,0,0,10,0,0,7,7,0,0,0,0,0,11,0,0,1,15,4,0,0,0,0,4,0,0,59
2023-08-10T16:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,32,0,0,2,44,3,0,2,0,0,8,1,0,100
2023-08-10T17:00:00Z,0,0,0,0,0,0,0,0,0,7,0,0,5,6,0,0,0,0,0,37,0,0,1,61,5,1,0,0,0,10,0,0,133
2023-08-10T18:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,1,3,0,0,0,0,0,12,0,0,8,21,8,0,1,0,0,5,0,0,64
2023-08-10T19:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,7,0,0,0,13,4,0,0,0,0,5,0,0,34
2023-08-10T20:00:00Z,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,21,0,0,3,51,2,0,2,0,0,6,0,0,93
2023-08-10T21:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,12,0,0,0,30,5,1,2,0,0,1,0,0,55
2023-08-10T22:00:00Z,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,10,4,0,0,17,9,0,1,0,0,4,0,0,55
2023-08-10T23:00:00Z,0,0,0,1,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,9,0,0,1,15,3,0,0,0,0,9,0,0,48
2023-08-11T00:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,3,7,4,0,4,0,0,7,0,0,43
2023-08-11T01:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,0,0,14,0,0,1,0,0,4,0,0,33
2023-08-11T02:00:00Z,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,40,0,0,0,8,1,0,2,0,0,3,0,0,57
2023-08-11T03:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,11,3,0,1,0,0,0,0,0,20
2023-08-11T04:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,65,0,0,0,5,3,0,0,0,0,3,0,0,78
2023-08-11T05:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,0,1,29,0,0,0,0,0,6,1,0,46
2023-08-11T06:00:00Z,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,0,0,0,8,2,0,3,0,0,0,0,0,40
2023-08-11T07:00:00Z,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,26,0,0,4,24,2,0,0,0,0,8,0,0,68
2023-08-11T08:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,7,0,0,1,42,4,0,0,0,0,11,2,0,73
2023-08-11T09:00:00Z,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,44,1,1,8,31,3,0,0,0,0,4,0,0,96
2023-08-11T10:00:00Z,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,23,0,0,1,28,9,0,0,0,0,3,0,0,71
2023-08-11T11:00:00Z,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,1,0,5,18,0,0,2,0,0,6,1,0,49
2023-08-11T12:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,15,2,0,1,25,3,0,0,0,0,12,1,0,63
2023-08-11T13:00:00Z,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,1,0,0,35,1,0,0,0,0,23,0,0,80
2023-08-11T14:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,23,0,0,0,41,5,0,0,0,0,3,0,0,77
2023-08-11T15:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,16,0,0,0,17,7,1,0,0,0,1,0,0,47
2023-08-11T16:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,17,0,0,0,22,2,0,0,0,0,9,1,0,56
2023-08-11T17:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,0,0,1,10,3,0,0,0,0,1,0,0,37
2023-08-11T18:00:00Z,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,17,0,0,0,39,2,0,0,0,0,4,0,0,69
2023-08-11T19:00:00Z,0,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,19,0,0,7,24,4,0,0,0,0,5,0,0,67
2023-08-11T20:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,0,0,15,1,0,1,0,0,0,1,0,43
2023-08-11T21:00:00Z,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,39,1,0,1,0,0,7,1,0,61
2023-08-11T22:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,13,3,0,1,0,0,8,0,0,30
2023-08-11T23:00:00Z,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,18
2023-08-12T00:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,1,13,1,0,12,0,0,2,0,0,43
2023-08-12T01:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,11,1,0,2,0,0,2,0,0,24
2023-08-12T02:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,5,0,0,2,0,0,2,0,0,19
2023-08-12T03:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,1,0,1,0,0,1,0,0,14
2023-08-12T04:00:00Z,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,21
2023-08-12T05:00:00Z,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,8,1,0,1,0,0,6,1,0,24
2023-08-12T06:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,2,0,0,11
2023-08-12T07:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,3,0,0,17
2023-08-12T08:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,2,14,3,0,0,0,0,6,0,0,35
2023-08-12T09:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,1,19,1,0,2,0,0,2,1,0,34
2023-08-12T10:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,0,0,2,0,0,1,0,0,26
2023-08-12T11:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,10,1,0,1,0,0,2,0,0,25
2023-08-12T12:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,0,0,22,1,1,3,0,0,1,0,0,53
2023-08-12T13:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,21,0,0,0,0,0,3,0,0,32
2023-08-12T14:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,39,0,0,0,0,0,6,0,0,61
2023-08-12T15:00:00Z,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,3,18,2,0,0,0,0,0,0,0,38
2023-08-12T16:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,14,0,0,1,16,2,1,0,0,0,0,0,0,37
2023-08-12T17:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,33,4,0,0,0,0,9,0,0,52
2023-08-12T18:00:00Z,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,12,0,0,0,13,3,0,1,0,0,1,1,0,37
2023-08-12T19:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,17,1,0,0,0,0,1,0,0,25
2023-08-12T20:00:00Z,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,8,0,0,0,19,3,0,2,0,0,9,2,0,55
2023-08-12T21:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,2,0,0,0,0,0,11
2023-08-12T22:00:00Z,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,15,1,1,1,0,0,12,0,0,44
2023-08-12T23:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,7,0,0,25
2023-08-13T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,90,0,0,0,0,0,97
2023-08-13T01:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,32,0,0,4,0,0,45
2023-08-13T02:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,1,14,0,0,3,0,0,2,0,0,28
2023-08-13T03:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,2,0,0,5,0,0,22
2023-08-13T04:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,9
2023-08-13T05:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,3,0,0,0,0,1,0,0,16
2023-08-13T06:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,6
2023-08-13T07:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,4,2,0,0,0,0,1,1,0,16
2023-08-13T08:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,1,0,9
2023-08-13T09:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,1,0,0,0,0,0,18
2023-08-13T10:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,17,0,0,1,15,1,0,2,0,0,3,0,0,42
2023-08-13T11:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,5,1,0,0,0,0,1,0,0,22
2023-08-13T12:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,11,2,0,3,0,0,2,0,0,30
2023-08-13T13:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18,0,0,2,9,2,0,2,0,0,3,0,0,38
2023-08-13T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,35,1,0,1,0,0,6,1,0,57
2023-08-13T15:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,15,1,0,0,0,0,1,0,0,25
2023-08-13T16:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,2,16,0,0,0,0,0,0,0,0,29
2023-08-13T17:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,21
2023-08-13T18:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,22,6,0,1,0,0,6,0,0,47
2023-08-13T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,15,0,0,0,0,0,1,16,0,41
2023-08-13T20:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,18,0,0,3,0,0,5,12,0,48
2023-08-13T21:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,8,2,0,3,0,0,2,3,0,28
2023-08-13T22:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,2,0,1,0,0,4,0,0,24
2023-08-13T23:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,5,1,0,3,0,0,1,0,0,16
2023-08-14T00:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,13,2,0,12,0,0,1,0,0,33
2023-08-14T01:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,6,0,0,0,11,3,0,4,0,0,4,0,0,32
2023-08-14T02:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,41,0,0,7,0,0,0,0,0,70
2023-08-14T03:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,17,1,0,2,0,0,0,0,0,28
2023-08-14T04:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,35,0,0,1,0,0,2,24,0,72
2023-08-14T05:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,25,2,0,5,0,0,2,12,0,53
2023-08-14T06:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,1,0,0,18,5,0,1,0,0,11,0,0,42
2023-08-14T07:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,9,0,0,0,18,8,0,2,0,0,1,0,0,42
2023-08-14T08:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4,0,0,2,33,5,0,2,0,0,1,1,0,52
2023-08-14T09:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,22,0,0,1,25,2,0,0,0,0,5,0,0,61
2023-08-14T10:00:00Z,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,1,0,0,11,0,0,1,25,5,0,2,0,0,5,0,0,57
2023-08-14T11:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,25,0,0,4,20,4,0,1,0,0,3,1,0,61
2023-08-14T12:00:00Z,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,16,0,0,3,27,4,0,3,0,0,10,0,0,74
2023-08-14T13:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,0,15,0,0,0,37,4,2,1,0,0,13,0,0,80
2023-08-14T14:00:00Z,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,46,0,0,1,35,7,1,0,0,0,20,0,0,120
2023-08-14T15:00:00Z,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0,2,44,4,0,0,0,0,9,0,0,82
2023-08-14T16:00:00Z,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,1,0,0,29,0,0,0,46,1,0,0,0,0,16,0,0,102
2023-08-14T17:00:00Z,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,16,0,0,0,22,3,2,2,0,0,5,0,0,58
2023-08-14T18:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,35,8,0,3,0,0,3,1,0,86
2023-08-14T19:00:00Z,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,28,0,0,0,27,3,0,1,0,0,2,0,0,69
2023-08-14T20:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,2,19,3,0,4,0,0,2,0,0,48
2023-08-14T21:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,1,14,3,0,2,0,0,3,0,0,50
2023-08-14T22:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,2,9,2,0,2,0,0,7,1,0,45
2023-08-14T23:00:00Z,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,33,0,0,2,40,2,0,0,0,0,5,0,0,89
2023-08-15T00:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,21,1,1,22,0,0,5,0,0,64
2023-08-15T01:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,20,2,0,2,0,0,0,0,0,35
2023-08-15T02:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,14,0,0,4,0,0,1,0,0,28
2023-08-15T03:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,12,6,0,1,0,0,2,0,0,25
2023-08-15T04:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,12,2,0,1,0,0,2,0,0,27
2023-08-15T05:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,2,16,3,0,0,0,0,2,0,0,39
2023-08-15T06:00:00Z,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,24,0,0,0,32,0,0,1,0,0,4,0,0,71
2023-08-15T07:00:00Z,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,16,0,0,4,21,1,0,2,0,0,7,0,0,54
2023-08-15T08:00:00Z,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,23,4,0,11,0,0,2,0,0,52
